,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info
8940,Air India,Banglore,New Delhi,non-stop,2019,1,3,21,10,night,2022,2,16,23,55,night,25704,No info
8941,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,14,0,After noon,2022,6,10,4,25,late night,10263,In-flight meal not included
8942,SpiceJet,Chennai,Kolkata,non-stop,2019,1,5,17,45,evening,2022,2,16,20,5,evening,3544,No check-in baggage included
8943,SpiceJet,Kolkata,Banglore,non-stop,2019,6,4,14,55,After noon,2022,2,16,17,25,evening,3842,No check-in baggage included
8944,Jet Airways,Delhi,Cochin,1 stop,2019,5,18,11,30,morning,2022,2,16,19,0,evening,15555,No info
8945,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,14,5,After noon,2022,2,16,19,50,evening,10845,In-flight meal not included
8946,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,17,0,evening,2022,6,13,14,25,After noon,12693,No info
8947,Jet Airways,Mumbai,Hyderabad,non-stop,2019,9,6,19,35,evening,2022,2,16,21,5,night,3211,In-flight meal not included
8948,Air India,Delhi,Cochin,2 stops,2019,5,15,12,0,morning,2022,2,16,19,15,evening,9602,No info
8949,Multiple carriers,Delhi,Cochin,1 stop,2019,6,15,13,0,After noon,2022,6,16,1,30,late night,13378,No info
8950,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,18,55,evening,2022,3,25,18,10,evening,11135,In-flight meal not included
8951,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,8,55,early morning,2022,2,16,21,0,night,8056,No info
8952,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,17,30,evening,2022,3,28,4,25,late night,12243,No info
8953,Air India,Banglore,New Delhi,1 stop,2019,9,3,22,0,night,2022,3,13,23,20,night,8426,No info
8954,SpiceJet,Mumbai,Hyderabad,non-stop,2019,6,15,5,45,early morning,2022,2,16,7,15,early morning,2754,No info
8955,SpiceJet,Banglore,Delhi,non-stop,2019,5,27,21,10,night,2022,5,28,0,5,late night,3312,No info
8956,IndiGo,Kolkata,Banglore,1 stop,2019,12,6,6,20,early morning,2022,2,16,10,20,morning,4227,No info
8957,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,8,55,early morning,2022,3,2,5,5,early morning,26891,1 Long layover
8958,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,6,0,early morning,2022,2,16,19,0,evening,12525,No info
8959,SpiceJet,Kolkata,Banglore,non-stop,2019,3,21,17,15,evening,2022,2,16,19,45,evening,3848,No info
8960,Jet Airways,Kolkata,Banglore,1 stop,2019,1,4,16,30,After noon,2022,2,16,23,35,night,12682,No info
8961,Jet Airways,Delhi,Cochin,2 stops,2019,6,6,9,25,morning,2022,6,7,4,25,late night,13883,No info
8963,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,8,25,early morning,2022,2,16,20,45,evening,10845,In-flight meal not included
8964,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,21,25,night,2022,3,13,8,15,early morning,12548,No info
8965,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,18,55,evening,2022,6,10,4,40,late night,14179,No info
8966,IndiGo,Delhi,Cochin,1 stop,2019,3,3,16,0,After noon,2022,3,4,1,35,late night,14872,No info
8968,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,8,0,early morning,2022,2,16,21,0,night,15079,No info
8969,IndiGo,Kolkata,Banglore,non-stop,2019,5,21,21,25,night,2022,5,22,0,5,late night,4805,No info
8970,SpiceJet,Kolkata,Banglore,non-stop,2019,9,5,17,10,evening,2022,2,16,19,40,evening,3874,No info
8971,SpiceJet,Kolkata,Banglore,non-stop,2019,6,24,17,10,evening,2022,2,16,19,40,evening,3842,No check-in baggage included
8972,GoAir,Delhi,Cochin,1 stop,2019,1,6,7,0,early morning,2022,2,16,12,55,morning,5458,No info
8973,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,14,5,After noon,2022,2,16,22,35,night,14782,No info
8974,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,21,50,night,2022,3,10,18,50,evening,15765,No info
8975,Vistara,Banglore,Delhi,non-stop,2019,12,6,9,45,morning,2022,2,16,12,35,morning,4669,No info
8976,Jet Airways,Delhi,Cochin,non-stop,2019,6,24,11,0,morning,2022,2,16,14,15,After noon,9565,No info
8977,IndiGo,Delhi,Cochin,1 stop,2019,5,15,6,40,early morning,2022,2,16,21,0,night,7192,No info
8978,Jet Airways,Delhi,Cochin,1 stop,2019,6,3,19,45,evening,2022,3,7,4,25,late night,15765,No info
8979,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,14,5,After noon,2022,5,7,12,0,morning,14389,No info
8980,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,19,45,evening,2022,3,28,4,25,late night,6541,In-flight meal not included
8981,SpiceJet,Banglore,Delhi,non-stop,2019,6,24,9,30,morning,2022,2,16,12,20,morning,3626,No info
8982,Multiple carriers,Delhi,Cochin,1 stop,2019,9,5,7,30,early morning,2022,2,16,19,15,evening,8267,No info
8983,SpiceJet,Kolkata,Banglore,1 stop,2019,5,18,11,15,morning,2022,2,16,18,30,evening,10945,No info
8984,IndiGo,Delhi,Cochin,1 stop,2019,3,27,16,0,After noon,2022,2,16,21,0,night,5074,No info
8985,Jet Airways,Banglore,New Delhi,1 stop,2019,3,15,5,45,early morning,2022,2,16,12,25,morning,9135,In-flight meal not included
8986,Vistara,Kolkata,Banglore,1 stop,2019,12,6,20,20,evening,2022,6,13,20,20,evening,8086,No info
8987,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,7,0,early morning,2022,2,16,12,25,morning,22271,No info
8988,Air India,Kolkata,Banglore,2 stops,2019,1,4,7,0,early morning,2022,4,2,10,0,morning,9837,No info
8989,IndiGo,Delhi,Cochin,1 stop,2019,3,3,18,35,evening,2022,3,4,1,35,late night,14872,No info
8990,Jet Airways,Mumbai,Hyderabad,2 stops,2019,12,3,6,30,early morning,2022,2,16,16,35,After noon,23529,No info
8991,Jet Airways,Banglore,Delhi,non-stop,2019,6,6,7,10,early morning,2022,2,16,10,10,morning,8017,No info
8992,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,7,0,early morning,2022,2,16,16,10,After noon,12285,No info
8993,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,6,0,early morning,2022,2,16,21,0,night,7006,No info
8994,IndiGo,Kolkata,Banglore,non-stop,2019,3,6,11,30,morning,2022,2,16,14,5,After noon,4805,No info
8995,IndiGo,Delhi,Cochin,1 stop,2019,3,27,5,5,early morning,2022,2,16,10,5,morning,6828,No info
8996,Air India,Mumbai,Hyderabad,non-stop,2019,12,5,6,20,early morning,2022,2,16,7,40,early morning,3101,No info
8997,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,15,19,35,evening,2022,2,16,21,5,night,2760,In-flight meal not included
8998,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,20,25,evening,2022,5,10,21,5,night,13068,No info
8999,GoAir,Banglore,Delhi,non-stop,2019,4,15,20,55,evening,2022,2,16,23,40,night,3899,No info
9000,Jet Airways,Delhi,Cochin,2 stops,2019,12,6,9,40,morning,2022,6,13,4,25,late night,10369,In-flight meal not included
9001,SpiceJet,Banglore,New Delhi,non-stop,2019,3,18,5,45,early morning,2022,2,16,8,35,early morning,4274,No check-in baggage included
9002,SpiceJet,Banglore,Delhi,non-stop,2019,5,24,5,55,early morning,2022,2,16,8,35,early morning,3312,No info
9003,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,9,0,morning,2022,2,16,21,0,night,15137,In-flight meal not included
9004,Multiple carriers,Delhi,Cochin,1 stop,2019,9,4,7,5,early morning,2022,2,16,18,10,evening,6602,No info
9005,Vistara,Kolkata,Banglore,1 stop,2019,5,24,20,20,evening,2022,5,25,22,40,night,8453,No info
9006,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,17,0,evening,2022,5,2,14,25,After noon,9315,In-flight meal not included
9007,IndiGo,Delhi,Cochin,1 stop,2019,1,6,2,0,late night,2022,2,16,7,45,early morning,6387,No info
9008,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,11,30,morning,2022,6,25,1,30,late night,13378,No info
9009,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,3,2,55,late night,2022,2,16,4,25,late night,5679,No info
9010,Air Asia,Banglore,Delhi,non-stop,2019,5,18,23,55,night,2022,5,19,2,45,late night,4484,No info
9011,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,14,0,After noon,2022,5,28,12,35,morning,12899,In-flight meal not included
9012,IndiGo,Banglore,New Delhi,non-stop,2019,3,3,7,10,early morning,2022,2,16,10,5,morning,7649,No info
9013,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,6,30,early morning,2022,2,16,23,35,night,14572,No info
9014,IndiGo,Mumbai,Hyderabad,non-stop,2019,6,27,6,25,early morning,2022,2,16,7,55,early morning,4050,No info
9015,Air India,Banglore,New Delhi,2 stops,2019,3,18,8,50,early morning,2022,2,16,23,25,night,11729,No info
9016,SpiceJet,Kolkata,Banglore,non-stop,2019,4,18,6,55,early morning,2022,2,16,9,30,morning,3874,No info
9017,Air India,Delhi,Cochin,1 stop,2019,9,5,20,40,evening,2022,5,10,9,25,morning,7481,No info
9018,Jet Airways,Banglore,Delhi,non-stop,2019,6,21,19,50,evening,2022,2,16,22,50,night,8542,No info
9019,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,22,50,night,2022,3,2,11,25,morning,31826,1 Long layover
9020,IndiGo,Chennai,Kolkata,non-stop,2019,1,6,14,45,After noon,2022,2,16,17,5,evening,3598,No info
9021,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,21,25,night,2022,3,13,15,15,After noon,13818,No info
9022,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,8,25,early morning,2022,2,16,20,45,evening,14572,No info
9023,Air Asia,Delhi,Cochin,1 stop,2019,6,15,16,45,After noon,2022,6,16,7,10,early morning,6854,No info
9025,SpiceJet,Banglore,Delhi,non-stop,2019,5,27,9,30,morning,2022,2,16,12,20,morning,3574,No check-in baggage included
9026,Vistara,Kolkata,Banglore,1 stop,2019,5,15,17,0,evening,2022,5,16,18,50,evening,9346,No info
9028,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,8,0,early morning,2022,2,16,21,0,night,13798,No info
9029,Air India,Banglore,New Delhi,3 stops,2019,3,3,12,0,morning,2022,3,7,10,35,morning,12359,No info
9030,Multiple carriers,Delhi,Cochin,1 stop,2019,9,3,18,15,evening,2022,3,10,1,35,late night,14087,In-flight meal not included
9031,IndiGo,Chennai,Kolkata,non-stop,2019,3,5,19,35,evening,2022,2,16,21,55,night,3598,No info
9032,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,18,55,evening,2022,5,25,8,15,early morning,13732,No info
9033,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,19,45,evening,2022,5,22,4,25,late night,12899,In-flight meal not included
9034,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,16,0,After noon,2022,6,7,4,25,late night,14715,No info
9035,Vistara,Banglore,Delhi,non-stop,2019,12,4,11,30,morning,2022,2,16,14,20,After noon,5404,No info
9036,Jet Airways,Banglore,Delhi,non-stop,2019,6,24,6,0,early morning,2022,2,16,8,45,early morning,5770,In-flight meal not included
9037,Air Asia,Kolkata,Banglore,non-stop,2019,3,24,10,20,morning,2022,2,16,12,55,morning,5621,No info
9038,IndiGo,Delhi,Cochin,non-stop,2019,6,18,5,35,early morning,2022,2,16,8,50,early morning,5001,No info
9040,Air India,Delhi,Cochin,2 stops,2019,3,21,12,20,morning,2022,3,22,19,15,evening,10704,No info
9041,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,11,30,morning,2022,2,16,21,0,night,13728,No info
9042,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,20,0,evening,2022,5,13,9,20,morning,14389,No info
9044,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,8,0,early morning,2022,3,2,7,40,early morning,22271,No info
9045,IndiGo,Delhi,Cochin,1 stop,2019,5,27,21,50,night,2022,5,28,3,35,late night,6770,No info
9046,Air Asia,Kolkata,Banglore,2 stops,2019,5,24,15,10,After noon,2022,2,16,23,30,night,5193,No info
9047,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,24,2,55,late night,2022,2,16,4,20,late night,4996,In-flight meal not included
9048,IndiGo,Chennai,Kolkata,non-stop,2019,1,3,7,55,early morning,2022,2,16,10,15,morning,8581,No info
9049,Air India,Delhi,Cochin,1 stop,2019,6,15,12,30,morning,2022,6,16,9,25,morning,7481,No info
9050,Jet Airways,Banglore,Delhi,non-stop,2019,4,27,8,20,early morning,2022,2,16,11,20,morning,5199,In-flight meal not included
9051,Jet Airways,Delhi,Cochin,2 stops,2019,6,6,9,40,morning,2022,2,16,19,0,evening,10369,In-flight meal not included
9052,Jet Airways,Mumbai,Hyderabad,non-stop,2019,6,5,7,5,early morning,2022,2,16,8,30,early morning,8041,No info
9053,Jet Airways,Delhi,Cochin,2 stops,2019,9,3,8,20,early morning,2022,3,10,4,25,late night,18910,No info
9054,Air India,Kolkata,Banglore,2 stops,2019,1,4,7,0,early morning,2022,4,2,5,25,early morning,12850,No info
9055,Air India,Delhi,Cochin,1 stop,2019,1,3,9,45,morning,2022,3,2,8,15,early morning,22799,No info
9056,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,8,25,early morning,2022,2,16,18,15,evening,14572,No info
9057,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,14,5,After noon,2022,3,7,8,15,early morning,13503,In-flight meal not included
9058,SpiceJet,Chennai,Kolkata,non-stop,2019,3,27,17,45,evening,2022,2,16,20,5,evening,3333,No check-in baggage included
9059,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,7,30,early morning,2022,2,16,19,15,evening,7355,No info
9060,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,10,0,morning,2022,2,16,21,0,night,8074,No info
9061,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,21,9,10,morning,2022,2,16,10,35,morning,4050,No info
9062,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,2,15,late night,2022,3,10,4,25,late night,15030,No info
9063,Air India,Delhi,Cochin,2 stops,2019,6,24,9,45,morning,2022,6,25,9,25,morning,10976,No info
9064,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,7,10,early morning,2022,2,16,22,30,night,7039,No info
9065,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,8,0,early morning,2022,2,16,19,0,evening,15555,No info
9066,Air India,Banglore,Delhi,non-stop,2019,12,6,21,5,night,2022,2,16,23,55,night,5229,No info
9067,IndiGo,Delhi,Cochin,1 stop,2019,1,6,2,0,late night,2022,2,16,7,25,early morning,5637,No info
9068,Air India,Delhi,Cochin,2 stops,2019,6,27,12,0,morning,2022,6,28,7,40,early morning,9654,No info
9069,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,18,55,evening,2022,5,25,10,5,morning,8587,In-flight meal not included
9070,SpiceJet,Mumbai,Hyderabad,non-stop,2019,5,21,13,15,After noon,2022,2,16,14,45,After noon,2018,No info
9071,Vistara,Kolkata,Banglore,1 stop,2019,5,24,20,20,evening,2022,5,25,23,25,night,9346,No info
9072,Jet Airways,Delhi,Cochin,2 stops,2019,3,21,10,45,morning,2022,3,22,18,50,evening,9271,In-flight meal not included
9073,Jet Airways,Delhi,Cochin,2 stops,2019,3,6,5,30,early morning,2022,2,16,19,0,evening,13293,No info
9074,Jet Airways,Delhi,Cochin,2 stops,2019,3,27,17,35,evening,2022,3,28,19,45,evening,8099,In-flight meal not included
9075,Air India,Delhi,Cochin,1 stop,2019,6,6,9,45,morning,2022,6,7,9,25,morning,7953,No info
9076,IndiGo,Delhi,Cochin,1 stop,2019,12,6,18,35,evening,2022,6,13,1,30,late night,5884,No info
9077,Jet Airways,Banglore,Delhi,non-stop,2019,6,6,19,50,evening,2022,2,16,22,50,night,8017,No info
9078,SpiceJet,Kolkata,Banglore,non-stop,2019,5,18,17,10,evening,2022,2,16,19,40,evening,4175,No info
9079,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,7,5,early morning,2022,2,16,22,30,night,10697,No info
9080,Vistara,Banglore,Delhi,non-stop,2019,12,6,17,0,evening,2022,2,16,19,35,evening,4879,No info
9081,SpiceJet,Banglore,Delhi,non-stop,2019,1,4,9,30,morning,2022,2,16,12,20,morning,3972,No info
9082,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,19,0,evening,2022,6,4,1,30,late night,7199,No info
9083,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,20,25,evening,2022,5,7,22,5,night,9315,In-flight meal not included
9084,SpiceJet,Banglore,Delhi,non-stop,2019,1,5,9,30,morning,2022,2,16,12,20,morning,4424,No info
9085,SpiceJet,Kolkata,Banglore,non-stop,2019,6,4,6,55,early morning,2022,2,16,9,30,morning,3842,No check-in baggage included
9086,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,10,45,morning,2022,2,16,19,15,evening,7155,No info
9087,Air India,Delhi,Cochin,1 stop,2019,6,15,7,0,early morning,2022,2,16,19,15,evening,9930,No info
9088,Multiple carriers,Delhi,Cochin,1 stop,2019,9,5,11,40,morning,2022,2,16,19,15,evening,8267,No info
9089,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,8,30,early morning,2022,2,16,19,0,evening,10878,No info
9090,IndiGo,Kolkata,Banglore,non-stop,2019,6,24,15,15,After noon,2022,2,16,17,45,evening,4805,No info
9091,Multiple carriers,Delhi,Cochin,1 stop,2019,6,15,11,30,morning,2022,2,16,21,0,night,13588,No info
9092,IndiGo,Delhi,Cochin,1 stop,2019,6,3,4,45,late night,2022,2,16,13,20,After noon,13612,No info
9093,IndiGo,Delhi,Cochin,1 stop,2019,6,6,9,15,morning,2022,6,7,1,30,late night,6629,No info
9094,IndiGo,Delhi,Cochin,non-stop,2019,12,6,14,25,After noon,2022,2,16,17,40,evening,5602,No info
9095,SpiceJet,Delhi,Cochin,1 stop,2019,4,15,6,5,early morning,2022,2,16,11,20,morning,5584,No info
9096,IndiGo,Banglore,Delhi,non-stop,2019,5,21,10,10,morning,2022,2,16,13,0,After noon,3944,No info
9098,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,20,0,evening,2022,5,13,12,0,morning,9664,In-flight meal not included
9100,IndiGo,Delhi,Cochin,1 stop,2019,6,15,18,35,evening,2022,6,16,1,30,late night,5884,No info
9101,IndiGo,Kolkata,Banglore,non-stop,2019,4,27,11,30,morning,2022,2,16,14,5,After noon,4805,No info
9102,Vistara,Banglore,New Delhi,non-stop,2019,3,3,16,0,After noon,2022,2,16,18,35,evening,13384,No info
9103,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,13,15,After noon,2022,2,16,22,30,night,9647,No info
9104,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,17,0,evening,2022,5,2,19,10,evening,11468,No info
9105,Air Asia,Kolkata,Banglore,1 stop,2019,12,5,22,40,night,2022,5,13,10,40,morning,5193,No info
9107,Air Asia,Banglore,New Delhi,non-stop,2019,3,3,23,25,night,2022,3,7,2,10,late night,6478,No info
9108,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,9,0,morning,2022,2,16,21,0,night,13728,No info
9109,Vistara,Kolkata,Banglore,1 stop,2019,5,18,17,0,evening,2022,5,19,20,20,evening,9556,No info
9111,Vistara,Mumbai,Hyderabad,1 stop,2019,6,3,10,25,morning,2022,2,16,22,55,night,12396,No info
9112,Jet Airways,Delhi,Cochin,1 stop,2019,6,15,19,15,evening,2022,6,16,4,25,late night,10263,In-flight meal not included
9113,Jet Airways,Kolkata,Banglore,1 stop,2019,5,21,8,25,early morning,2022,2,16,20,45,evening,14782,No info
9114,Jet Airways,Mumbai,Hyderabad,non-stop,2019,12,5,10,20,morning,2022,2,16,11,50,morning,5679,No info
9115,SpiceJet,Kolkata,Banglore,1 stop,2019,5,15,15,55,After noon,2022,2,16,21,25,night,7805,No info
9116,Jet Airways,Delhi,Cochin,1 stop,2019,6,27,15,0,After noon,2022,6,28,19,0,evening,10263,In-flight meal not included
9117,Jet Airways,Banglore,Delhi,non-stop,2019,5,18,19,50,evening,2022,2,16,22,50,night,5199,In-flight meal not included
9118,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,5,6,25,early morning,2022,2,16,7,55,early morning,4050,No info
9119,Air Asia,Banglore,Delhi,non-stop,2019,6,15,11,10,morning,2022,2,16,13,55,After noon,3384,No info
9120,Air India,Delhi,Cochin,1 stop,2019,5,27,17,40,evening,2022,2,16,23,0,night,7175,No info
9121,Air India,Delhi,Cochin,1 stop,2019,5,15,20,30,evening,2022,5,16,23,0,night,8908,No info
9122,Jet Airways,Delhi,Cochin,2 stops,2019,1,6,9,40,morning,2022,6,2,12,35,morning,13015,No info
9123,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,21,10,night,2022,5,7,8,15,early morning,13585,No info
9124,Air Asia,Kolkata,Banglore,non-stop,2019,5,15,22,50,night,2022,5,16,1,20,late night,4108,No info
9125,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,15,2,55,late night,2022,2,16,4,25,late night,2072,In-flight meal not included
9126,Jet Airways,Delhi,Cochin,1 stop,2019,9,5,20,55,evening,2022,5,10,4,25,late night,12374,In-flight meal not included
9127,Air India,Banglore,New Delhi,2 stops,2019,12,3,8,50,early morning,2022,3,13,13,55,After noon,13304,No info
9128,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,16,30,After noon,2022,6,13,10,5,morning,8530,In-flight meal not included
9129,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,18,55,evening,2022,6,7,19,50,evening,14572,No info
9131,Jet Airways,Banglore,Delhi,non-stop,2019,9,6,8,20,early morning,2022,2,16,11,20,morning,8017,No info
9132,IndiGo,Kolkata,Banglore,non-stop,2019,6,6,21,25,night,2022,6,7,0,5,late night,4805,No info
9133,Air India,Banglore,New Delhi,1 stop,2019,9,3,6,50,early morning,2022,2,16,12,15,morning,5119,No info
9134,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,8,25,early morning,2022,5,19,8,15,early morning,9664,In-flight meal not included
9135,Air India,Kolkata,Banglore,2 stops,2019,9,6,5,50,early morning,2022,6,10,12,30,morning,12724,No info
9136,GoAir,Banglore,Delhi,non-stop,2019,12,5,20,55,evening,2022,2,16,23,40,night,3420,No info
9137,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,22,55,night,2022,3,13,10,45,morning,11088,In-flight meal not included
9138,IndiGo,Kolkata,Banglore,non-stop,2019,12,4,22,15,night,2022,4,13,0,50,late night,4175,No info
9139,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,8,0,early morning,2022,6,10,4,25,late night,10263,In-flight meal not included
9140,Jet Airways,Delhi,Cochin,2 stops,2019,6,15,9,35,morning,2022,6,16,12,35,morning,12610,No info
9141,Vistara,Banglore,Delhi,non-stop,2019,3,6,7,0,early morning,2022,2,16,9,40,morning,4669,No info
9142,SpiceJet,Mumbai,Hyderabad,non-stop,2019,5,24,22,45,night,2022,5,25,0,15,late night,1966,No check-in baggage included
9143,IndiGo,Mumbai,Hyderabad,non-stop,2019,1,6,6,25,early morning,2022,2,16,7,55,early morning,4050,No info
9144,Air India,Kolkata,Banglore,non-stop,2019,12,4,14,15,After noon,2022,2,16,16,45,After noon,5196,No info
9145,IndiGo,Kolkata,Banglore,non-stop,2019,5,18,20,20,evening,2022,2,16,22,55,night,4805,No info
9146,IndiGo,Banglore,New Delhi,non-stop,2019,3,3,13,0,After noon,2022,2,16,15,50,After noon,7649,No info
9147,IndiGo,Chennai,Kolkata,non-stop,2019,3,5,7,55,early morning,2022,2,16,10,15,morning,3851,No info
9148,Air India,Banglore,Delhi,non-stop,2019,4,15,10,0,morning,2022,2,16,12,45,morning,6122,No info
9149,IndiGo,Chennai,Kolkata,non-stop,2019,6,18,5,15,early morning,2022,2,16,7,40,early morning,3541,No info
9150,Jet Airways,Banglore,New Delhi,1 stop,2019,3,15,5,45,early morning,2022,2,16,11,25,morning,9135,In-flight meal not included
9151,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,18,55,evening,2022,6,7,22,35,night,10845,In-flight meal not included
9152,IndiGo,Chennai,Kolkata,non-stop,2019,3,6,22,5,night,2022,6,4,0,25,late night,5278,No info
9153,IndiGo,Delhi,Cochin,1 stop,2019,6,4,16,0,After noon,2022,2,16,21,0,night,5074,No info
9154,SpiceJet,Kolkata,Banglore,non-stop,2019,6,24,6,55,early morning,2022,2,16,9,30,morning,3842,No check-in baggage included
9155,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,7,30,early morning,2022,2,16,19,0,evening,10878,No info
9156,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,17,30,evening,2022,3,28,19,45,evening,5407,In-flight meal not included
9157,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,17,0,evening,2022,6,10,9,45,morning,14152,No info
9158,Jet Airways,Delhi,Cochin,2 stops,2019,3,6,18,25,evening,2022,6,4,12,35,morning,14238,No info
9159,IndiGo,Mumbai,Hyderabad,non-stop,2019,6,24,1,40,late night,2022,2,16,3,10,late night,2755,No info
9160,Air India,Kolkata,Banglore,1 stop,2019,5,18,7,0,early morning,2022,2,16,20,25,evening,11307,No info
9161,Air Asia,Kolkata,Banglore,1 stop,2019,1,5,22,40,night,2022,5,2,10,40,morning,5193,No info
9162,Vistara,Chennai,Kolkata,non-stop,2019,12,6,7,5,early morning,2022,2,16,9,20,morning,3688,No info
9163,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,3,50,late night,2022,2,16,19,0,evening,12193,No info
9164,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,13,0,After noon,2022,2,16,19,0,evening,12899,In-flight meal not included
9165,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,19,45,evening,2022,6,10,19,0,evening,14925,No info
9166,SpiceJet,Kolkata,Banglore,1 stop,2019,5,24,11,35,morning,2022,2,16,18,50,evening,8480,No info
9167,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,14,0,After noon,2022,5,28,1,30,late night,6944,In-flight meal not included
9168,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,6,40,early morning,2022,2,16,19,15,evening,7355,No info
9169,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,9,0,morning,2022,2,16,19,0,evening,12193,No info
9170,IndiGo,Banglore,Delhi,non-stop,2019,3,5,21,15,night,2022,5,4,0,15,late night,3944,No info
9171,Jet Airways,Delhi,Cochin,2 stops,2019,6,5,19,10,evening,2022,5,7,19,0,evening,15130,No info
9172,Vistara,Banglore,Delhi,non-stop,2019,9,4,7,0,early morning,2022,2,16,9,40,morning,5404,No info
9173,Jet Airways,Delhi,Cochin,2 stops,2019,6,27,9,25,morning,2022,6,28,4,25,late night,13883,No info
9174,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,21,19,35,evening,2022,2,16,21,5,night,5679,No info
9175,Vistara,Banglore,Delhi,non-stop,2019,4,27,11,30,morning,2022,2,16,14,20,After noon,5404,No info
9176,Vistara,Banglore,Delhi,non-stop,2019,6,27,21,0,night,2022,2,16,23,50,night,4879,No info
9177,IndiGo,Delhi,Cochin,2 stops,2019,3,27,6,40,early morning,2022,2,16,21,20,night,6495,No info
9178,IndiGo,Banglore,New Delhi,non-stop,2019,3,24,1,30,late night,2022,2,16,4,15,late night,4778,No info
9179,Air India,Mumbai,Hyderabad,non-stop,2019,6,6,13,55,After noon,2022,2,16,15,25,After noon,3626,No info
