airline,embarked,destination,Route,stops,journey_year,journey_month,journey_day,weekday,dep_hour,dep_min,departure_period,Arrival_hour,Arrival_min,arrival_period,Arrived_next_day,duration_hours,duration_mins,Duration_in_mins,price,additional_info,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,1 stop,2 stops,3 stops,4 stops,non-stop,departure_After noon,departure_early morning,departure_evening,departure_late night,departure_morning,departure_night,arrival_After noon,arrival_early morning,arrival_evening,arrival_late night,arrival_morning,arrival_night
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,3,21,3,7,0,departure_early morning,15,15,arrival_After noon,False,8,15,495,7833,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,9,5,3,9,35,departure_morning,22,5,arrival_night,False,12,30,750,14152,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,21,3,10,45,departure_morning,19,15,arrival_evening,False,8,30,510,7155,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Air Asia,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,4,15,0,7,35,departure_early morning,19,25,arrival_evening,False,11,50,710,5193,No info,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → IDR → BOM → COK,2 stops,2019,6,3,0,15,5,departure_After noon,1,35,arrival_late night,True,10,30,630,21484,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,6,3,16,30,departure_After noon,4,40,arrival_late night,True,12,10,730,6813,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,3,3,6,19,35,departure_evening,0,35,arrival_late night,True,5,0,300,13293,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,9,4,2,22,15,departure_night,0,50,arrival_late night,True,2,35,155,4175,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → AMD → BOM → COK,2 stops,2019,6,27,3,19,10,departure_evening,12,35,arrival_morning,True,17,25,1045,11151,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → BLR → COK,1 stop,2019,4,24,2,17,5,departure_evening,22,15,arrival_night,False,5,10,310,5913,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Air India,source_Delhi,destination_Cochin,DEL → BLR → COK,1 stop,2019,6,27,3,13,30,departure_After noon,23,0,arrival_night,False,9,30,570,8908,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Air India,source_Banglore,destination_Delhi,BLR → GOI → DEL,1 stop,2019,9,3,1,17,0,departure_evening,3,40,arrival_late night,True,10,40,640,8768,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,19,45,departure_evening,4,25,arrival_late night,True,8,40,520,12243,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Air India,source_Kolkata,destination_Banglore,CCU → HYD → BLR,1 stop,2019,5,24,4,19,0,departure_evening,4,40,arrival_late night,True,9,40,580,6328,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SpiceJet,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,5,24,4,9,45,departure_morning,12,0,arrival_morning,False,2,15,135,3544,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,6,2,8,0,departure_early morning,19,15,arrival_evening,False,11,15,675,15059,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,12,3,1,18,55,departure_evening,18,25,arrival_evening,True,23,30,1410,11088,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,9,5,3,20,0,departure_evening,4,40,arrival_late night,True,8,40,520,13942,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SpiceJet,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,1,6,6,15,45,departure_After noon,22,5,arrival_night,False,6,20,380,7318,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,24,4,21,10,departure_night,10,5,arrival_morning,True,12,55,775,9664,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,4,24,2,16,0,departure_After noon,21,0,arrival_night,False,5,0,300,5066,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Air India,source_Delhi,destination_Cochin,DEL → BLR → COK,1 stop,2019,6,27,3,9,45,departure_morning,23,0,arrival_night,False,13,15,795,8908,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,21,3,9,0,departure_morning,11,30,arrival_morning,False,2,30,150,4149,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,14,0,departure_After noon,21,0,arrival_night,False,7,0,420,13588,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,6,3,21,50,departure_night,4,25,arrival_late night,True,6,35,395,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,3,18,0,14,5,departure_After noon,8,15,arrival_early morning,True,18,10,1090,12285,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,15,2,18,55,departure_evening,16,20,arrival_After noon,True,21,25,1285,14782,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,18,5,8,25,departure_early morning,9,20,arrival_morning,True,24,55,1495,9664,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,3,3,13,0,departure_After noon,15,50,arrival_After noon,False,2,50,170,19686,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,12,5,3,10,0,departure_morning,23,15,arrival_night,False,13,15,795,10204,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,15,2,6,30,departure_early morning,4,40,arrival_late night,True,22,10,1330,13942,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Air India,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,3,3,21,10,departure_night,23,55,arrival_night,False,2,45,165,25704,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,14,0,departure_After noon,4,25,arrival_late night,True,14,25,865,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SpiceJet,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,1,5,5,17,45,departure_evening,20,5,arrival_evening,False,2,20,140,3544,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,6,4,1,14,55,departure_After noon,17,25,arrival_evening,False,2,30,150,3842,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,18,5,11,30,departure_morning,19,0,arrival_evening,False,7,30,450,15555,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,24,4,14,5,departure_After noon,19,50,arrival_evening,False,5,45,345,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,12,6,4,17,0,departure_evening,14,25,arrival_After noon,True,21,25,1285,12693,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Jet Airways,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,9,6,4,19,35,departure_evening,21,5,arrival_night,False,1,30,90,3211,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Air India,source_Delhi,destination_Cochin,DEL → JAI → BOM → COK,2 stops,2019,5,15,2,12,0,departure_morning,19,15,arrival_evening,False,7,15,435,9602,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,15,5,13,0,departure_After noon,1,30,arrival_late night,True,12,30,750,13378,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,3,24,6,18,55,departure_evening,18,10,arrival_evening,True,23,15,1395,11135,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,8,55,departure_early morning,21,0,arrival_night,False,12,5,725,8056,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,17,30,departure_evening,4,25,arrival_late night,True,10,55,655,12243,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Air India,source_Banglore,destination_Delhi,BLR → COK → DEL,1 stop,2019,9,3,1,22,0,departure_night,23,20,arrival_night,True,25,20,1520,8426,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SpiceJet,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,6,15,5,5,45,departure_early morning,7,15,arrival_early morning,False,1,30,90,2754,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,5,27,0,21,10,departure_night,0,5,arrival_late night,True,2,55,175,3312,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → MAA → BLR,1 stop,2019,12,6,4,6,20,departure_early morning,10,20,arrival_morning,False,4,0,240,4227,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,1,3,3,8,55,departure_early morning,5,5,arrival_early morning,True,20,10,1210,26891,1 Long layover,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,24,0,6,0,departure_early morning,19,0,arrival_evening,False,13,0,780,12525,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,21,3,17,15,departure_evening,19,45,arrival_evening,False,2,30,150,3848,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,1,4,4,16,30,departure_After noon,23,35,arrival_night,False,7,5,425,12682,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → LKO → BOM → COK,2 stops,2019,6,6,3,9,25,departure_morning,4,25,arrival_late night,True,19,0,1140,13883,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,6,3,8,25,departure_early morning,20,45,arrival_evening,False,12,20,740,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,12,3,1,21,25,departure_night,8,15,arrival_early morning,True,10,50,650,12548,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,9,6,4,18,55,departure_evening,4,40,arrival_late night,True,9,45,585,14179,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,16,0,departure_After noon,1,35,arrival_late night,True,9,35,575,14872,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,3,0,8,0,departure_early morning,21,0,arrival_night,False,13,0,780,15079,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,5,21,1,21,25,departure_night,0,5,arrival_late night,True,2,40,160,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,9,5,3,17,10,departure_evening,19,40,arrival_evening,False,2,30,150,3874,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,6,24,0,17,10,departure_evening,19,40,arrival_evening,False,2,30,150,3842,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
GoAir,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,1,6,6,7,0,departure_early morning,12,55,arrival_morning,False,5,55,355,5458,No info,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,12,5,3,14,5,departure_After noon,22,35,arrival_night,False,8,30,510,14782,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,3,1,21,50,departure_night,18,50,arrival_evening,True,21,0,1260,15765,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Vistara,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,12,6,4,9,45,departure_morning,12,35,arrival_morning,False,2,50,170,4669,No info,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → COK,non-stop,2019,6,24,0,11,0,departure_morning,14,15,arrival_After noon,False,3,15,195,9565,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,15,2,6,40,departure_early morning,21,0,arrival_night,False,14,20,860,7192,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,3,0,19,45,departure_evening,4,25,arrival_late night,True,8,40,520,15765,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,5,2,14,5,departure_After noon,12,0,arrival_morning,True,21,55,1315,14389,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,19,45,departure_evening,4,25,arrival_late night,True,8,40,520,6541,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,24,0,9,30,departure_morning,12,20,arrival_morning,False,2,50,170,3626,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,5,3,7,30,departure_early morning,19,15,arrival_evening,False,11,45,705,8267,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → IXB → BLR,1 stop,2019,5,18,5,11,15,departure_morning,18,30,arrival_evening,False,7,15,435,10945,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,16,0,departure_After noon,21,0,arrival_night,False,5,0,300,5074,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,3,15,4,5,45,departure_early morning,12,25,arrival_morning,False,6,40,400,9135,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Vistara,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,12,6,4,20,20,departure_evening,20,20,arrival_evening,True,24,0,1440,8086,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,6,3,0,7,0,departure_early morning,12,25,arrival_morning,False,5,25,325,22271,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Air India,source_Kolkata,destination_Banglore,CCU → DEL → VGA → BLR,2 stops,2019,1,4,4,7,0,departure_early morning,10,0,arrival_morning,True,27,0,1620,9837,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,18,35,departure_evening,1,35,arrival_late night,True,7,0,420,14872,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jet Airways,source_Mumbai,destination_Hyderabad,BOM → VNS → DEL → HYD,2 stops,2019,12,3,1,6,30,departure_early morning,16,35,arrival_After noon,False,10,5,605,23529,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,6,3,7,10,departure_early morning,10,10,arrival_morning,False,3,0,180,8017,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,3,18,0,7,0,departure_early morning,16,10,arrival_After noon,False,9,10,550,12285,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,12,6,4,6,0,departure_early morning,21,0,arrival_night,False,15,0,900,7006,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,6,2,11,30,departure_morning,14,5,arrival_After noon,False,2,35,155,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
